id;check;state;time
7510;7775;1;21:24:58
7511;7778;0;08:16:58
7512;7778;1;21:16:17
7513;7780;0;00:09:31
7514;7780;2;08:33:53
7515;7781;0;18:36:02
7516;7781;2;20:03:36
7517;7782;0;08:47:03
7518;7782;1;22:46:08
7519;7785;0;01:11:27
7520;7785;1;16:21:30
7521;7786;0;07:00:37
7522;7786;1;17:23:03
7523;7788;0;20:27:56
7524;7788;2;20:56:43
7525;7791;0;19:46:23
7526;7791;2;22:28:17
7527;7793;0;21:08:44
7528;7793;2;23:42:18
7529;7799;0;18:05:13
7530;7799;2;19:09:59
7531;7800;0;07:38:48
7532;7800;2;21:59:14
7533;7802;0;10:52:49
7534;7802;2;16:34:40
7535;7803;0;06:58:49
7536;7803;1;12:40:22
7537;7807;0;16:35:40
7538;7807;2;20:03:53
7539;7810;0;19:14:43
7540;7810;1;23:33:26
7541;7811;0;20:50:12
7542;7811;2;21:05:23
7543;7814;0;21:31:25
7544;7814;2;22:53:11
7545;7815;0;08:55:17
7546;7815;2;10:15:24
7547;7816;0;03:10:46
7548;7816;2;08:51:38
7549;7817;0;16:45:19
7550;7817;2;19:09:16
7551;7819;0;03:51:50
7552;7819;2;08:43:55
7553;7820;0;05:21:14
7554;7820;1;22:17:55
7555;7821;0;13:51:37
7556;7821;1;22:27:39
7557;7824;0;16:52:47
7558;7824;1;18:06:11
7559;7827;0;16:24:19
7560;7827;2;21:43:08
7561;7829;0;21:15:27
7562;7829;1;23:19:37
7563;7830;0;06:56:20
7564;7830;2;11:51:20
7565;7834;0;16:48:10
7566;7834;2;22:20:47
7567;7835;0;05:31:07
7568;7835;2;23:54:34
7569;7839;0;08:51:02
7570;7839;1;11:05:13
7571;7840;0;14:04:57
7572;7840;2;14:42:55
7573;7843;0;08:48:58
7574;7843;1;18:00:30
7575;7844;0;14:31:45
7576;7844;1;17:53:41
7577;7846;0;04:03:32
7578;7846;1;14:21:17
7579;7850;0;23:02:42
7580;7850;1;23:31:24
7581;7854;0;16:33:55
7582;7854;1;17:04:34
7583;7855;0;01:35:38
7584;7855;2;21:17:48
7585;7857;0;16:51:10
7586;7857;1;20:28:27
7587;7858;0;19:48:12
7588;7858;1;22:50:08
7589;7859;0;14:33:44
7590;7859;1;19:20:28
7591;7861;0;21:57:35
7592;7861;1;23:16:30
7593;7863;0;17:37:53
7594;7863;1;20:35:49
7595;7864;0;00:53:09
7596;7864;2;13:08:30
7597;7865;0;07:00:19
7598;7865;1;17:27:48
7599;7866;0;01:30:07
7600;7866;2;07:07:32
7601;7867;0;01:51:14
7602;7867;1;02:15:55
7603;7871;0;11:58:16
7604;7871;2;18:23:33
7605;7872;0;22:47:39
7606;7872;2;23:14:11
7607;7876;0;05:00:49
7608;7876;1;06:16:49
7609;7877;0;15:25:21
7610;7877;2;19:37:52
7611;7878;0;15:12:16
7612;7878;1;22:50:48
7613;7880;0;01:56:11
7614;7880;2;03:32:45
7615;7885;0;22:58:25
7616;7885;1;23:26:55
7617;7887;0;06:53:29
7618;7887;1;22:28:35
7619;7888;0;07:18:49
7620;7888;2;19:32:11
7621;7891;0;02:44:32
7622;7891;2;17:28:21
7623;7893;0;00:04:08
7624;7893;1;06:25:45
7625;7894;0;18:46:26
7626;7894;2;19:11:35
7627;7899;0;11:39:50
7628;7899;2;13:42:07
7629;7900;0;09:57:05
7630;7900;2;17:12:31
7631;7901;0;13:17:27
7632;7901;2;18:08:09
7633;7902;0;17:17:53
7634;7902;1;19:15:25
7635;7903;0;10:38:37
7636;7903;1;14:47:13
7637;7904;0;09:07:46
7638;7904;1;20:23:37
7639;7905;0;13:13:59
7640;7905;2;17:12:36
7641;7909;0;11:13:31
7642;7909;1;22:19:50
7643;7914;0;11:42:51
7644;7914;1;22:15:59
7645;7915;0;00:33:53
7646;7915;1;09:09:08
7647;7916;0;19:07:15
7648;7916;1;22:10:09
7649;7917;0;14:12:42
7650;7917;2;20:05:14
7651;7918;0;01:48:25
7652;7918;2;19:29:54
7653;7920;0;15:34:53
7654;7920;1;21:23:21
7655;7921;0;12:46:36
7656;7921;1;17:41:47
7657;7922;0;23:54:15
7658;7922;2;23:57:08
7659;7925;0;20:04:16
7660;7925;2;20:13:40
7661;7926;0;23:19:40
7662;7926;2;23:45:35
7663;7928;0;22:27:20
7664;7928;1;23:41:22
7665;7930;0;07:48:20
7666;7930;2;16:16:49
7667;7931;0;15:32:12
7668;7931;1;22:56:44
7669;7933;0;02:16:20
7670;7933;2;06:12:49
7671;7935;0;03:33:25
7672;7935;1;17:54:23
7673;7937;0;00:19:59
7674;7937;1;07:02:22
7675;7940;0;11:54:17
7676;7940;1;15:28:38
7677;7942;0;15:54:36
7678;7942;1;17:27:57
7679;7944;0;13:28:35
7680;7944;1;14:39:53
7681;7945;0;21:10:05
7682;7945;1;21:21:39
7683;7946;0;10:55:59
7684;7946;1;12:03:51
7685;7948;0;12:48:29
7686;7948;1;19:14:01
7687;7949;0;18:52:12
7688;7949;2;21:35:49
7689;7950;0;05:27:31
7690;7950;2;15:40:43
7691;7951;0;07:38:20
7692;7951;1;13:59:04
7693;7953;0;08:59:16
7694;7953;1;20:40:41
7695;7954;0;23:52:41
7696;7954;2;23:57:02
7697;7955;0;18:17:33
7698;7955;2;23:35:08
7699;7956;0;04:46:33
7700;7956;2;12:42:28
7701;7959;0;08:37:53
7702;7959;2;15:32:00
7703;7960;0;18:48:58
7704;7960;1;22:35:23
7705;7961;0;15:40:40
7706;7961;2;21:23:08
7707;7962;0;06:11:41
7708;7962;1;13:47:48
7709;7965;0;08:16:25
7710;7965;1;13:18:29
7711;7968;0;15:53:54
7712;7968;2;21:54:52
7713;7971;0;05:15:59
7714;7971;1;06:45:14
7715;7973;0;00:55:40
7716;7973;2;23:49:40
7717;7975;0;05:02:23
7718;7975;2;06:55:01
7719;7976;0;01:24:23
7720;7976;1;07:43:24
7721;7978;0;18:29:36
7722;7978;2;20:26:22
7723;7980;0;01:09:44
7724;7980;2;18:54:34
7725;7987;0;01:56:33
7726;7987;2;03:17:50
7727;7988;0;11:06:34
7728;7988;1;15:43:37
7729;7989;0;18:26:08
7730;7989;1;19:36:00
7731;7992;0;21:13:44
7732;7992;2;22:19:09
7733;7993;0;11:04:51
7734;7993;2;21:37:38
7735;7995;0;06:39:50
7736;7995;2;09:08:06
7737;7996;0;04:16:37
7738;7996;2;16:03:52
7739;7999;0;07:24:03
7740;7999;1;20:16:48
7741;8000;0;01:02:55
7742;8000;1;16:14:49
7743;8002;0;09:13:05
7744;8002;2;16:24:48
7745;8004;0;01:27:58
7746;8004;1;05:48:59
7747;8005;0;22:03:48
7748;8005;2;22:17:53
7749;8009;0;00:58:50
7750;8009;2;13:11:21
7751;8013;0;02:55:13
7752;8013;1;07:27:03
7753;8015;0;05:59:26
7754;8015;1;20:37:47
7755;8017;0;16:03:15
7756;8017;1;21:10:23
7757;8018;0;12:45:36
7758;8018;1;16:52:12
7759;8021;0;19:42:13
7760;8021;1;20:13:43
7761;8022;0;17:19:04
7762;8022;1;17:19:05
7763;8023;0;14:53:28
7764;8023;1;23:14:50
7765;8024;0;21:38:55
7766;8024;2;22:29:10
7767;8025;0;03:27:03
7768;8025;2;11:04:38
7769;8026;0;17:54:29
7770;8026;1;22:06:11
7771;8028;0;20:32:54
7772;8028;1;22:14:48
7773;8036;0;18:23:41
7774;8036;1;23:55:36
7775;8039;0;17:43:14
7776;8039;2;20:26:48
7777;8040;0;03:23:06
7778;8040;2;07:09:45
7779;8041;0;13:01:00
7780;8041;1;15:22:33
7781;8042;0;08:14:16
7782;8042;1;13:38:57
7783;8043;0;01:30:56
7784;8043;2;22:07:02
7785;8045;0;02:35:31
7786;8045;1;14:27:57
7787;8046;0;23:19:12
7788;8046;1;23:30:19
7789;8047;0;18:52:08
7790;8047;1;21:01:26
7791;8052;0;20:55:01
7792;8052;2;21:07:58
7793;8053;0;20:53:40
7794;8053;2;22:41:52
7795;8054;0;12:29:56
7796;8054;2;17:39:31
7797;8055;0;19:49:31
7798;8055;1;20:24:18
7799;8057;0;03:26:49
7800;8057;1;06:19:32
7801;8058;0;05:39:26
7802;8058;1;15:49:55
7803;8060;0;20:46:45
7804;8060;2;23:28:16
7805;8062;0;18:45:28
7806;8062;1;21:32:00
7807;8063;0;12:21:56
7808;8063;1;12:59:19
7809;8067;0;08:43:43
7810;8067;2;15:43:12
7811;8068;0;21:07:31
7812;8068;2;21:40:05
7813;8069;0;14:45:56
7814;8069;1;17:18:08
7815;8072;0;13:22:58
7816;8072;2;19:23:12
7817;8075;0;18:51:51
7818;8075;2;21:46:59
7819;8077;0;01:21:05
7820;8077;2;01:23:56
7821;8079;0;23:24:16
7822;8079;2;23:49:06
7823;8080;0;13:36:38
7824;8080;1;17:45:53
7825;8081;0;15:07:12
7826;8081;2;17:41:28
7827;8083;0;13:45:48
7828;8083;1;23:48:19
7829;8084;0;10:52:56
7830;8084;2;11:39:58
7831;8086;0;09:26:29
7832;8086;1;23:23:25
7833;8087;0;20:14:37
7834;8087;1;21:00:13
7835;8089;0;19:28:03
7836;8089;1;22:48:27
7837;8090;0;11:40:31
7838;8090;1;19:09:17
7839;8091;0;20:35:53
7840;8091;2;23:25:52
7841;8092;0;16:32:09
7842;8092;1;23:42:26
7843;8094;0;14:10:55
7844;8094;1;18:48:40
7845;8096;0;08:27:06
7846;8096;1;20:23:44
7847;8097;0;09:37:52
7848;8097;1;10:43:20
7849;8099;0;16:00:23
7850;8099;1;18:38:08
7851;8102;0;05:24:26
7852;8102;2;21:23:53
7853;8103;0;19:34:50
7854;8103;2;20:33:41
7855;8105;0;16:38:07
7856;8105;2;22:14:30
7857;8108;0;06:30:39
7858;8108;2;08:38:11
7859;8109;0;12:33:27
7860;8109;1;19:46:33
7861;8111;0;21:56:35
7862;8111;2;22:34:14
7863;8113;0;11:47:47
7864;8113;1;16:48:47
7865;8114;0;11:08:22
7866;8114;1;11:44:12
7867;8115;0;02:50:27
7868;8115;2;10:43:12
7869;8116;0;11:22:34
7870;8116;1;13:55:42
7871;8120;0;06:28:54
7872;8120;1;06:56:15
7873;8122;0;23:42:19
7874;8122;2;23:48:28
7875;8126;0;21:44:13
7876;8126;1;23:47:30
7877;8128;0;01:29:56
7878;8128;1;11:47:58
7879;8129;0;22:52:49
7880;8129;1;23:26:12
7881;8131;0;01:58:11
7882;8131;1;02:59:34
7883;8133;0;18:54:21
7884;8133;2;19:02:12
7885;8134;0;16:04:00
7886;8134;2;18:25:30
7887;8141;0;04:04:42
7888;8141;1;07:23:32
7889;8142;0;14:05:25
7890;8142;1;23:57:25
7891;8143;0;22:54:53
7892;8143;2;23:30:50
7893;8146;0;20:13:50
7894;8146;1;21:16:07
7895;8147;0;23:08:09
7896;8147;1;23:29:42
7897;8149;0;21:20:49
7898;8149;1;23:26:02
7899;8150;0;05:56:02
7900;8150;1;13:35:13
7901;8152;0;00:11:41
7902;8152;1;10:22:18
7903;8153;0;10:44:57
7904;8153;2;23:08:08
7905;8160;0;05:58:25
7906;8160;2;08:09:26
7907;8163;0;02:50:57
7908;8163;1;04:53:25
7909;8165;0;21:16:27
7910;8165;2;21:27:19
7911;8166;0;19:02:37
7912;8166;2;19:24:31
7913;8167;0;11:46:45
7914;8167;1;21:47:10
7915;8169;0;02:14:26
7916;8169;1;20:27:05
7917;8170;0;18:36:49
7918;8170;1;22:38:05
7919;8172;0;16:37:34
7920;8172;2;18:32:26
7921;8175;0;21:16:04
7922;8175;1;23:07:50
7923;8177;0;19:44:23
7924;8177;2;19:50:36
7925;8178;0;06:20:32
7926;8178;2;10:26:56
7927;8179;0;03:19:58
7928;8179;2;05:56:25
7929;8180;0;07:22:45
7930;8180;2;09:58:17
7931;8182;0;07:12:49
7932;8182;2;22:24:56
7933;8184;0;08:25:49
7934;8184;2;21:49:55
7935;8185;0;02:51:55
7936;8185;1;21:15:13
7937;8187;0;11:41:24
7938;8187;2;15:06:01
7939;8188;0;09:11:23
7940;8188;2;12:29:41
7941;8189;0;10:59:59
7942;8189;2;13:21:27
7943;8190;0;02:20:36
7944;8190;1;18:55:20
7945;8192;0;22:28:29
7946;8192;1;22:38:08
7947;8197;0;18:05:02
7948;8197;1;23:02:40
7949;8198;0;13:54:57
7950;8198;2;18:55:12
7951;8200;0;20:05:19
7952;8200;2;23:36:05
7953;8201;0;13:26:39
7954;8201;1;16:24:14
7955;8203;0;23:30:52
7956;8203;2;23:35:21
7957;8204;0;10:56:34
7958;8204;1;13:57:58
7959;8207;0;13:33:28
7960;8207;1;23:02:22
7961;8208;0;06:34:50
7962;8208;2;10:47:14
7963;8209;0;03:49:47
7964;8209;1;04:53:11
7965;8211;0;05:46:55
7966;8211;1;16:41:40
7967;8213;0;18:32:15
7968;8213;1;23:14:04
7969;8216;0;08:18:26
7970;8216;2;18:46:35
7971;8217;0;10:05:57
7972;8217;1;14:41:49
7973;8218;0;08:53:42
7974;8218;2;16:03:01
7975;8220;0;11:06:45
7976;8220;1;18:13:23
7977;8223;0;23:11:20
7978;8223;2;23:17:54
7979;8224;0;13:35:31
7980;8224;2;15:43:31
7981;8226;0;06:51:12
7982;8226;1;21:18:32
7983;8230;0;18:19:03
7984;8230;2;22:20:36
7985;8231;0;12:17:57
7986;8231;1;21:47:55
7987;8235;0;20:00:15
7988;8235;2;21:49:37
7989;8236;0;01:38:34
7990;8236;2;14:31:36
7991;8239;0;13:40:22
7992;8239;1;15:37:35
7993;8240;0;02:01:07
7994;8240;1;03:12:18
7995;8242;0;07:10:14
7996;8242;1;15:15:08
7997;8243;0;20:02:55
7998;8243;2;20:36:23
7999;8244;0;14:27:28
8000;8244;2;18:43:56
8001;8245;0;02:18:42
8002;8245;1;05:30:35
8003;8246;0;20:27:45
8004;8246;2;23:41:51
8005;8248;0;19:56:12
8006;8248;1;20:17:42
8007;8250;0;10:46:21
8008;8250;2;14:33:52
8009;8253;0;22:39:23
8010;8253;2;22:46:50
8011;8257;0;05:57:06
8012;8257;1;18:14:05
8013;8258;0;19:48:52
8014;8258;1;20:43:48
8015;8259;0;01:15:11
8016;8259;2;13:30:07
8017;8260;0;13:32:59
8018;8260;1;22:05:27
8019;8261;0;16:01:19
8020;8261;2;18:50:54
8021;8264;0;01:46:06
8022;8264;1;18:38:40
8023;8265;0;08:45:14
8024;8265;1;18:36:04
8025;8268;0;13:17:29
8026;8268;1;16:02:34
8027;8275;0;13:25:35
8028;8275;2;13:38:17
8029;8276;0;10:51:10
8030;8276;2;14:51:45
8031;8280;0;05:31:33
8032;8280;2;21:42:56
8033;8281;0;20:34:59
8034;8281;1;21:07:53
8035;8282;0;20:16:12
8036;8282;1;21:58:41
8037;8283;0;20:48:04
8038;8283;1;22:16:55
8039;8284;0;18:22:47
8040;8284;1;18:24:36
8041;8285;0;19:19:12
8042;8285;1;20:51:42
8043;8286;0;04:39:43
8044;8286;2;11:46:01
8045;8287;0;12:40:28
8046;8287;1;20:35:17
8047;8292;0;07:43:55
8048;8292;2;08:18:05
8049;8294;0;06:51:26
8050;8294;2;16:13:07
8051;8295;0;02:55:28
8052;8295;1;07:58:26
8053;8300;0;16:08:47
8054;8300;1;20:57:44
8055;8301;0;04:22:36
8056;8301;2;15:35:11
8057;8303;0;14:33:32
8058;8303;2;17:17:17
8059;8305;0;14:35:54
8060;8305;1;21:24:29
8061;8306;0;18:25:22
8062;8306;2;21:35:42
8063;8308;0;21:41:30
8064;8308;1;22:04:55
8065;8309;0;02:49:07
8066;8309;2;03:58:29
8067;8310;0;05:32:20
8068;8310;1;06:26:21
8069;8312;0;05:06:25
8070;8312;2;12:29:17
8071;8313;0;10:14:58
8072;8313;1;19:42:22
8073;8316;0;10:33:21
8074;8316;1;20:02:51
8075;8318;0;04:37:30
8076;8318;2;05:10:57
8077;8320;0;19:12:59
8078;8320;1;23:46:38
8079;8322;0;01:21:12
8080;8322;1;06:31:54
8081;8325;0;03:58:20
8082;8325;1;05:02:33
8083;8326;0;02:36:35
8084;8326;1;14:41:01
8085;8327;0;01:54:07
8086;8327;1;21:34:43
8087;8329;0;11:06:37
8088;8329;2;16:46:00
8089;8330;0;21:24:40
8090;8330;2;22:31:02
8091;8331;0;22:12:44
8092;8331;1;22:36:49
8093;8332;0;07:22:54
8094;8332;1;13:35:22
8095;8335;0;17:15:27
8096;8335;1;23:16:35
8097;8338;0;17:26:01
8098;8338;2;17:38:23
8099;8339;0;09:56:50
8100;8339;1;22:36:07
8101;8341;0;16:26:58
8102;8341;1;20:45:14
8103;8342;0;19:53:22
8104;8342;2;20:35:05
8105;8343;0;07:53:21
8106;8343;2;11:58:30
8107;8344;0;04:33:40
8108;8344;1;12:26:58
8109;8347;0;11:21:29
8110;8347;1;13:33:15
8111;8348;0;12:36:46
8112;8348;2;17:44:25
8113;8351;0;14:10:11
8114;8351;2;19:56:52
8115;8353;0;21:20:59
8116;8353;2;23:41:10
8117;8355;0;15:14:41
8118;8355;2;17:32:21
8119;8357;0;21:34:29
8120;8357;2;22:55:07
8121;8360;0;15:50:33
8122;8360;2;21:09:34
8123;8363;0;15:46:44
8124;8363;1;19:31:03
8125;8365;0;06:03:18
8126;8365;1;19:53:13
8127;8366;0;12:02:02
8128;8366;1;21:48:07
8129;8367;0;05:38:31
8130;8367;2;15:55:17
8131;8369;0;05:25:46
8132;8369;1;07:18:25
8133;8371;0;06:09:48
8134;8371;2;10:00:44
8135;8372;0;20:19:04
8136;8372;1;23:02:23
8137;8373;0;04:13:45
8138;8373;1;09:42:40
8139;8378;0;06:52:52
8140;8378;1;17:01:08
8141;8384;0;22:52:05
8142;8384;2;23:27:38
8143;8387;0;18:09:31
8144;8387;1;21:13:30
8145;8391;0;21:58:26
8146;8391;2;22:21:52
8147;8393;0;21:27:31
8148;8393;2;22:34:12
8149;8394;0;07:22:05
8150;8394;1;11:35:43
8151;8395;0;03:47:07
8152;8395;1;11:38:14
8153;8398;0;07:24:22
8154;8398;1;15:15:52
8155;8399;0;17:26:42
8156;8399;2;17:48:16
8157;8400;0;14:48:13
8158;8400;1;16:59:47
8159;8401;0;02:43:47
8160;8401;2;16:06:21
8161;8404;0;18:27:05
8162;8404;2;20:05:05
8163;8409;0;10:11:37
8164;8409;2;22:56:07
8165;8411;0;04:47:39
8166;8411;2;16:46:17
8167;8414;0;10:47:51
8168;8414;2;13:37:17
8169;8418;0;03:20:18
8170;8418;1;07:29:23
8171;8421;0;17:23:53
8172;8421;1;19:34:57
8173;8422;0;02:28:29
8174;8422;1;09:49:45
8175;8424;0;13:23:00
8176;8424;1;23:49:03
8177;8427;0;15:16:18
8178;8427;2;23:04:24
8179;8429;0;12:37:12
8180;8429;1;14:47:52
8181;8432;0;22:05:37
8182;8432;1;22:49:22
8183;8434;0;17:27:07
8184;8434;2;22:46:15
8185;8435;0;14:22:05
8186;8435;2;15:51:35
8187;8436;0;05:43:01
8188;8436;1;12:21:39
8189;8438;0;06:48:20
8190;8438;2;07:08:05
8191;8440;0;21:18:00
8192;8440;2;23:47:41
8193;8441;0;05:37:22
8194;8441;1;21:59:10
8195;8442;0;00:29:11
8196;8442;1;08:52:39
8197;8446;0;11:56:39
8198;8446;1;13:23:27
8199;8449;0;07:23:07
8200;8449;1;17:08:41
8201;8455;0;09:11:50
8202;8455;1;17:00:21
8203;8456;0;21:49:26
8204;8456;1;22:26:40
8205;8458;0;15:09:56
8206;8458;2;16:47:24
8207;8459;0;02:50:11
8208;8459;1;21:38:54
8209;8460;0;03:29:29
8210;8460;2;06:02:14
8211;8461;0;02:34:17
8212;8461;2;14:07:31
8213;8463;0;11:18:16
8214;8463;2;22:54:09
8215;8464;0;01:47:48
8216;8464;1;10:16:14
8217;8466;0;16:21:38
8218;8466;2;17:08:12
8219;8468;0;11:29:42
8220;8468;2;11:52:17
8221;8471;0;01:07:36
8222;8471;2;03:22:39
8223;8472;0;12:38:43
8224;8472;1;19:09:07
8225;8473;0;15:13:55
8226;8473;1;20:30:25
8227;8475;0;00:32:18
8228;8475;2;08:49:29
8229;8476;0;06:33:41
8230;8476;2;22:03:45
8231;8478;0;05:12:57
8232;8478;1;23:38:20
8233;8480;0;03:18:41
8234;8480;2;17:10:23
8235;8481;0;17:23:08
8236;8481;2;18:34:08
8237;8484;0;07:16:14
8238;8484;1;13:55:06
8239;8486;0;23:15:52
8240;8486;2;23:25:40
8241;8494;0;14:12:34
8242;8494;1;20:44:02
8243;8496;0;14:50:40
8244;8496;1;15:04:00
8245;8497;0;11:14:20
8246;8497;1;21:45:51
8247;8500;0;12:48:54
8248;8500;2;18:32:48
8249;8502;0;01:58:21
8250;8502;2;19:45:48
8251;8503;0;18:32:07
8252;8503;1;23:46:15
8253;8505;0;13:22:40
8254;8505;1;15:56:54
8255;8506;0;19:42:26
8256;8506;1;21:15:23
8257;8509;0;18:14:25
8258;8509;2;23:58:15
8259;8511;0;14:17:41
8260;8511;2;14:52:42
8261;8514;0;13:17:40
8262;8514;2;23:48:39
8263;8515;0;12:10:37
8264;8515;1;22:53:58
8265;8519;0;05:15:46
8266;8519;2;15:42:01
8267;8520;0;13:49:11
8268;8520;2;20:38:41
8269;8521;0;18:34:34
8270;8521;2;22:20:45
8271;8522;0;14:20:30
8272;8522;1;21:44:23
8273;8523;0;08:52:11
8274;8523;1;16:29:52
8275;8524;0;06:46:17
8276;8524;1;17:18:35
8277;8527;0;21:44:56
8278;8527;2;21:47:32
8279;8531;0;08:41:50
8280;8531;1;14:09:43
8281;8532;0;00:26:19
8282;8532;1;08:06:56
8283;8533;0;05:25:29
8284;8533;1;11:21:28
8285;8536;0;02:27:19
8286;8536;1;03:57:49
8287;8538;0;08:58:06
8288;8538;2;20:52:05
8289;8542;0;04:25:26
8290;8542;2;13:23:09
8291;8544;0;10:32:38
8292;8544;1;16:43:32
8293;8547;0;20:54:32
8294;8547;2;22:01:09
8295;8548;0;22:07:52
8296;8548;2;23:29:53
8297;8549;0;11:32:05
8298;8549;2;18:12:01
8299;8554;0;16:42:02
8300;8554;2;21:59:51
8301;8556;0;01:50:20
8302;8556;1;14:52:42
8303;8560;0;03:13:31
8304;8560;1;16:12:36
8305;8561;0;06:07:52
8306;8561;1;06:58:04
8307;8563;0;20:53:37
8308;8563;1;23:33:28
8309;8564;0;23:06:21
8310;8564;2;23:07:35
8311;8565;0;05:47:23
8312;8565;1;14:48:54
8313;8567;0;09:50:52
8314;8567;2;10:15:13
8315;8568;0;14:23:37
8316;8568;1;21:37:37
8317;8570;0;23:15:35
8318;8570;1;23:19:11
8319;8571;0;19:14:13
8320;8571;1;21:08:53
8321;8572;0;10:14:28
8322;8572;2;19:26:47
8323;8573;0;18:06:24
8324;8573;2;19:35:39
8325;8576;0;07:13:33
8326;8576;1;21:41:49
8327;8577;0;19:07:47
8328;8577;1;23:47:03
8329;8580;0;13:59:20
8330;8580;1;19:22:55
8331;8581;0;05:35:40
8332;8581;2;11:15:30
8333;8582;0;08:18:08
8334;8582;2;23:04:09
8335;8584;0;10:29:14
8336;8584;2;22:37:37
8337;8585;0;10:57:26
8338;8585;1;20:35:43
8339;8587;0;04:46:09
8340;8587;1;16:53:02
8341;8588;0;15:10:07
8342;8588;1;18:56:09
8343;8589;0;10:05:21
8344;8589;1;21:12:34
8345;8591;0;03:56:56
8346;8591;2;16:31:07
8347;8592;0;16:23:46
8348;8592;2;21:21:01
8349;8593;0;09:51:53
8350;8593;2;16:17:23
8351;8594;0;15:10:42
8352;8594;2;22:21:16
8353;8596;0;02:13:05
8354;8596;1;21:56:31
8355;8597;0;00:28:17
8356;8597;2;06:54:07
8357;8598;0;16:40:06
8358;8598;2;20:13:01
8359;8602;0;21:35:23
8360;8602;2;22:41:52
8361;8606;0;18:31:46
8362;8606;2;21:36:28
8363;8608;0;07:59:50
8364;8608;2;23:18:02
8365;8611;0;12:00:31
8366;8611;2;16:45:32
8367;8613;0;09:41:15
8368;8613;2;19:39:06
8369;8614;0;05:12:06
8370;8614;1;18:17:31
8371;8615;0;22:21:19
8372;8615;2;23:17:01
8373;8617;0;00:13:34
8374;8617;2;06:17:25
8375;8620;0;16:44:42
8376;8620;2;21:38:23
8377;8621;0;00:19:26
8378;8621;1;14:52:18
8379;8624;0;07:29:59
8380;8624;2;22:36:40
8381;8627;0;19:29:59
8382;8627;2;22:17:09
8383;8630;0;10:50:52
8384;8630;1;14:54:02
8385;8633;0;21:17:13
8386;8633;2;21:35:38
8387;8634;0;21:26:12
8388;8634;2;23:14:05
8389;8635;0;01:01:43
8390;8635;1;04:08:55
8391;8638;0;09:51:21
8392;8638;1;12:55:51
8393;8639;0;02:47:19
8394;8639;1;05:02:34
8395;8641;0;08:41:38
8396;8641;1;17:39:40
8397;8642;0;20:27:18
8398;8642;1;23:21:33
8399;8646;0;10:48:40
8400;8646;1;20:09:51
8401;8647;0;22:00:36
8402;8647;2;23:38:46
8403;8648;0;11:19:22
8404;8648;1;13:03:37
8405;8649;0;00:54:25
8406;8649;2;17:55:03
8407;8651;0;18:26:13
8408;8651;1;22:29:24
8409;8653;0;00:21:50
8410;8653;1;21:09:11
8411;8656;0;01:09:33
8412;8656;1;05:07:38
8413;8657;0;18:47:49
8414;8657;2;23:55:04
8415;8660;0;05:24:00
8416;8660;2;16:33:16
8417;8661;0;14:53:01
8418;8661;1;20:47:53
8419;8663;0;04:06:57
8420;8663;1;23:35:34
8421;8664;0;06:33:49
8422;8664;1;07:40:00
8423;8666;0;05:43:02
8424;8666;2;17:21:46
8425;8668;0;14:11:58
8426;8668;2;16:12:54
8427;8669;0;09:57:37
8428;8669;2;21:11:34
8429;8670;0;11:40:52
8430;8670;2;17:24:13
8431;8671;0;20:29:36
8432;8671;1;23:29:16
8433;8673;0;00:08:36
8434;8673;1;20:28:26
8435;8677;0;12:55:33
8436;8677;1;15:46:52
8437;8680;0;13:34:24
8438;8680;1;14:25:18
8439;8681;0;18:17:30
8440;8681;1;23:27:00
8441;8684;0;11:30:44
8442;8684;1;13:00:16
8443;8685;0;22:53:29
8444;8685;2;23:55:07
8445;8686;0;05:18:54
8446;8686;2;21:48:36
8447;8687;0;08:41:13
8448;8687;2;20:54:46
8449;8692;0;02:51:49
8450;8692;2;09:26:23
8451;8693;0;02:20:24
8452;8693;2;09:56:32
8453;8695;0;09:39:21
8454;8695;1;20:44:28
8455;8696;0;03:06:29
8456;8696;1;21:49:14
8457;8697;0;13:44:16
8458;8697;1;23:26:29
8459;8699;0;14:47:14
8460;8699;2;22:54:44
8461;8700;0;20:29:43
8462;8700;2;23:27:51
8463;8701;0;10:57:40
8464;8701;2;15:10:48
8465;8702;0;16:55:00
8466;8702;2;22:47:54
8467;8703;0;17:27:50
8468;8703;2;19:37:27
8469;8704;0;16:59:01
8470;8704;2;22:29:05
8471;8706;0;15:43:32
8472;8706;1;17:41:07
8473;8707;0;01:03:51
8474;8707;2;06:01:55
8475;8708;0;16:31:01
8476;8708;1;22:53:32
8477;8712;0;23:03:28
8478;8712;2;23:47:24
8479;8714;0;01:50:24
8480;8714;1;21:52:43
8481;8716;0;08:40:19
8482;8716;1;14:16:10
8483;8718;0;22:54:28
8484;8718;1;22:56:44
8485;8720;0;10:54:07
8486;8720;1;13:28:49
8487;8721;0;21:44:00
8488;8721;2;23:41:12
8489;8725;0;14:31:19
8490;8725;1;18:12:25
8491;8727;0;03:12:33
8492;8727;2;15:31:16
8493;8728;0;20:26:57
8494;8728;1;22:45:30
8495;8730;0;19:51:32
8496;8730;1;20:30:46
8497;8735;0;21:27:27
8498;8735;1;23:56:41
8499;8737;0;11:22:17
8500;8737;1;18:19:43
8501;8738;0;03:26:55
8502;8738;2;22:22:19
8503;8744;0;10:35:31
8504;8744;2;17:57:04
8505;8746;0;08:14:01
8506;8746;2;19:05:25
8507;8754;0;05:37:14
8508;8754;2;13:08:13
