id;checking_peer;checked_peer;points_amount
6931;qozsylylea;tfiktmfrzz;1
6932;bandxuwywm;tfiktmfrzz;1
6933;wwusyearho;tfiktmfrzz;3
6934;nwaslfzlbm;tfiktmfrzz;1
6935;rtwtyjidrz;tfiktmfrzz;1
6936;zgnsmkfhfe;tfiktmfrzz;1
6937;wwusyearho;mxgantddbe;2
6938;fzxstxudmb;mxgantddbe;1
6939;whrjokzglk;gvekdpwxdk;1
6940;ykedbbjcij;gvekdpwxdk;3
6941;uimdizgelx;gvekdpwxdk;1
6942;rwqvqfeblu;ljtfsnpwpg;1
6943;hpysoacjug;ljtfsnpwpg;3
6944;aqyiawnpko;ljtfsnpwpg;1
6945;fvbvjmnyeo;ljtfsnpwpg;1
6946;qnawogcdes;peivonpjai;1
6947;hpysoacjug;peivonpjai;3
6948;czugnbotgb;peivonpjai;1
6949;thtuqrhzzl;peivonpjai;1
6950;ahschqitdv;lggzbhyvlh;1
6951;hpysoacjug;lggzbhyvlh;3
6952;uedeqyouhz;lggzbhyvlh;1
6953;pzxhfcoxlk;lggzbhyvlh;1
6954;uaxaqbqbej;lggzbhyvlh;2
6955;mxwvsvaogr;lggzbhyvlh;1
6956;mzzaikisbe;gvekdpwxdk;1
6957;uaxaqbqbej;gvekdpwxdk;3
6958;vtbbvquknq;gvekdpwxdk;1
6959;tejmzzfffr;gvekdpwxdk;1
6960;sbojmmuami;gvekdpwxdk;1
6961;fquodbffmw;gvekdpwxdk;1
6962;dgyozdkphu;gvekdpwxdk;1
6963;duiedyesna;zuxspwyegd;3
6964;arqlfvjhau;zuxspwyegd;1
6965;pryvuhyaqf;zuxspwyegd;1
6966;xzmtezabvx;zuxspwyegd;1
6967;duiedyesna;shfufmkyaw;5
6968;cocmvelsel;shfufmkyaw;1
6969;suhjndemyd;shfufmkyaw;1
6970;ijqjumoxln;shfufmkyaw;1
6971;ztdmszaebr;shfufmkyaw;1
6972;duiedyesna;hcujqlssog;3
6973;bhteotywds;hcujqlssog;1
6974;qyvpasflon;hcujqlssog;1
6975;ufowmmybnk;hcujqlssog;1
6976;duiedyesna;gvekdpwxdk;5
6977;azwjoscwbd;gvekdpwxdk;1
6978;qyxflkawrj;gvekdpwxdk;1
6979;vwokirqzxk;gvekdpwxdk;1
6980;uwaxgvdnfx;gvekdpwxdk;1
6981;duiedyesna;bzkeuabeug;4
6982;frezjzgpsr;bzkeuabeug;1
6983;xxtjfjmucc;bzkeuabeug;1
6984;ldpjufmnzi;bzkeuabeug;1
6985;mosxewqmru;bzkeuabeug;1
6986;duiedyesna;agbvxuzmwy;1
6987;pbbflyjwoo;agbvxuzmwy;1
6988;qjamdezoto;agbvxuzmwy;4
6989;torgtgbiix;agbvxuzmwy;1
6990;dffxvtiezs;agbvxuzmwy;1
6991;msiasqpbwz;agbvxuzmwy;1
6992;xfjzyingbu;monfhchkgi;1
6993;qjamdezoto;monfhchkgi;4
6994;fycfhspksd;monfhchkgi;1
6995;rsvsvyvotx;monfhchkgi;1
6996;gbluscnlut;gvekdpwxdk;1
6997;gfaleucahw;gvekdpwxdk;2
6998;neczeftqqc;gvekdpwxdk;1
6999;slyhsydtgu;gvekdpwxdk;1
7000;gfaleucahw;nahaxipgkv;1
7001;tosjowdqlr;nahaxipgkv;1
7002;aancjzejum;nahaxipgkv;3
7003;bynuuxiamg;nahaxipgkv;1
7004;uukbqfkqyv;nahaxipgkv;1
7005;tngpeloxur;xplowsbwau;1
7006;aancjzejum;xplowsbwau;3
7007;aylrxyjacv;xplowsbwau;1
7008;ztvvvessgj;xplowsbwau;1
7009;inqbgzbwzq;oaddzorale;4
7010;bprdfeauvq;oaddzorale;1
7011;cysftodpmc;oaddzorale;1
7012;jmdrbhitjt;oaddzorale;1
7013;fkjcycphtv;oaddzorale;1
7014;inqbgzbwzq;gvekdpwxdk;2
7015;hpzzezmwtp;gvekdpwxdk;1
7016;flycoboduu;gvekdpwxdk;1
7017;iqbuqbhith;gvekdpwxdk;2
7018;qwmzidtdkx;gvekdpwxdk;1
7019;rfpdeispip;jlavcodjnn;1
7020;iqbuqbhith;jlavcodjnn;1
7021;zzbhtqwdtt;jlavcodjnn;1
7022;xngxswhvqb;jlavcodjnn;2
7023;qovjvitpas;jlavcodjnn;1
7024;xngxswhvqb;qjecjeafhm;3
7025;elafrdtbtx;qjecjeafhm;1
7026;wfqyockywz;qjecjeafhm;1
7027;chlkpubcjh;qjecjeafhm;1
7028;xngxswhvqb;rwpodvezam;2
7029;cmmkqnldjr;rwpodvezam;1
7030;yhyapsrjcn;rwpodvezam;1
7031;xngxswhvqb;gvekdpwxdk;5
7032;gguosoxdrd;gvekdpwxdk;1
7033;fsveaiyker;gvekdpwxdk;1
7034;dsbiqckzya;gvekdpwxdk;1
7035;aebbxcajpa;gvekdpwxdk;1
7036;ifapsyisrw;gvekdpwxdk;1
7037;xngxswhvqb;sbhfaqwthi;1
7038;avsxjlqwip;sbhfaqwthi;2
7039;shqsnhnlgm;sbhfaqwthi;1
7040;oycdpamybn;vgiyfpxuzq;1
7041;avsxjlqwip;vgiyfpxuzq;3
7042;jqcavtupuv;vgiyfpxuzq;1
7043;krxcyioldc;vgiyfpxuzq;1
7044;dmlfgwwfwd;vgiyfpxuzq;1
7045;sohxcwcbho;vgiyfpxuzq;1
7046;ecegowmzrs;vgiyfpxuzq;1
7047;sohxcwcbho;lpbwvbeqmq;3
7048;xltjyrjqck;lpbwvbeqmq;1
7049;bgerpatwne;lpbwvbeqmq;1
7050;qpfziwqsoh;lpbwvbeqmq;1
7051;sohxcwcbho;gvekdpwxdk;5
7052;jardfsfegb;gvekdpwxdk;1
7053;vbuiupyggh;gvekdpwxdk;1
7054;xbizkgmeca;gvekdpwxdk;1
7055;euhwclcetq;xijiuemqxi;1
7056;gehakjgzfv;xijiuemqxi;2
7057;zpyhxqhzbx;xijiuemqxi;1
7058;jrnypiflpr;xijiuemqxi;1
7059;gehakjgzfv;gyxlhxhahy;2
7060;tdcvglnkih;gyxlhxhahy;1
7061;wvpynaqkms;gyxlhxhahy;1
7062;dpmipssrxk;twrwsshgny;4
7063;oagucrmzhn;twrwsshgny;1
7064;zvpzkfskwy;twrwsshgny;1
7065;huuzilwvgz;twrwsshgny;1
7066;ozcmplzrmh;twrwsshgny;1
7067;shodfhhnkw;twrwsshgny;1
7068;ozcmplzrmh;mxvzvsuoxx;3
7069;ffkvsvpuqj;mxvzvsuoxx;1
7070;guafqgbvwm;mxvzvsuoxx;1
7071;linpnfnyey;mxvzvsuoxx;1
7072;ozcmplzrmh;kbqmnvifze;3
7073;vpqlbyktgf;kbqmnvifze;1
7074;hfhhhdgjhb;kbqmnvifze;1
7075;skymxczpja;kbqmnvifze;1
7076;ozcmplzrmh;kgniysveph;1
7077;koycwsozrs;kgniysveph;1
7078;ozcmplzrmh;tjuohibyxn;1
7079;pcawsdbwlh;tjuohibyxn;1
7080;wosgjpnclu;tjuohibyxn;1
7081;ggohenhccb;tjuohibyxn;1
7082;wosgjpnclu;mxvzvsuoxx;4
7083;zclbasozod;mxvzvsuoxx;1
7084;rgsafqrcnd;mxvzvsuoxx;1
7085;pvcggadodu;tyxzbgkkkc;1
7086;iepfxuqmvo;tyxzbgkkkc;4
7087;arzcdntsxt;tyxzbgkkkc;1
7088;wufvgpsoou;tyxzbgkkkc;1
7089;swpvwaqnod;tyxzbgkkkc;1
7090;wfgnhbzajf;tyxzbgkkkc;1
7091;iepfxuqmvo;duecwtasqi;3
7092;wmqpyuhhyc;duecwtasqi;1
7093;lxuehyrifa;duecwtasqi;1
7094;jyhzssphie;duecwtasqi;1
7095;gyjncgflye;duecwtasqi;1
7096;gyjncgflye;dxoiuayupb;3
7097;mmezydpkul;dxoiuayupb;1
7098;mxbtrksbiu;dxoiuayupb;1
7099;ruyconhyci;mxvzvsuoxx;1
7100;yufsciqxvh;mxvzvsuoxx;1
7101;fmuyfswtou;lcmmzizyqo;1
7102;zpdrtwsyxm;lcmmzizyqo;3
7103;pevxkznqpw;lcmmzizyqo;1
7104;fcxcsaoxnz;lcmmzizyqo;1
7105;yulmewmyzi;lcmmzizyqo;1
7106;krxcqpucln;lcmmzizyqo;1
7107;qshqvgktjh;fnwqjnlnnv;1
7108;krxcqpucln;fnwqjnlnnv;1
7109;blvxccdhek;pmtejnotcg;1
7110;krxcqpucln;pmtejnotcg;2
7111;wiwidcokjr;pmtejnotcg;1
7112;krxcqpucln;mxvzvsuoxx;1
7113;madnepqtxd;mxvzvsuoxx;1
7114;zbzxrwbdzj;mxvzvsuoxx;2
7115;cxwddcchef;mxvzvsuoxx;1
7116;hinrzlplyx;gvzqhagcyj;1
7117;fljjywtdxl;gvzqhagcyj;1
7118;guvpleohqd;gvzqhagcyj;1
7119;fljjywtdxl;jgzyagxuxl;3
7120;neqltlsllp;jgzyagxuxl;1
7121;nvkeozacck;jgzyagxuxl;1
7122;kqqgiwghxs;jgzyagxuxl;1
7123;wqzmkccjnz;jgzyagxuxl;2
7124;ueklptazgo;jgzyagxuxl;1
7125;xlgmqplbva;jgzyagxuxl;1
7126;wqzmkccjnz;xhnwbhmoeh;3
7127;ezsuzkpmkb;xhnwbhmoeh;1
7128;glcwngxqms;mxvzvsuoxx;1
7129;wqzmkccjnz;mxvzvsuoxx;1
7130;tiupjtjjyb;mxvzvsuoxx;1
7131;daqhsatzpp;mxvzvsuoxx;2
7132;fpipmgfdcg;mxvzvsuoxx;1
7133;kegfvphiec;mxvzvsuoxx;1
7134;dimcxibepe;avhkvarwmh;1
7135;nnixzmlbap;avhkvarwmh;1
7136;dimcxibepe;cxeksbiwsj;2
7137;ogcyfawbjn;cxeksbiwsj;1
7138;jalwtlkhis;cxeksbiwsj;1
7139;elbtgqmtag;cxeksbiwsj;1
7140;hunfcnxncq;cxeksbiwsj;1
7141;elbtgqmtag;pjstqrdvqr;1
7142;xnzrhvirda;pjstqrdvqr;1
7143;tclypglwer;pjstqrdvqr;1
7144;jerbssvxwg;ytvesigegb;1
7145;tclypglwer;ytvesigegb;2
7146;bfzaheqvhj;brjqgnuxbw;1
7147;tclypglwer;brjqgnuxbw;1
7148;guofjgpiog;brjqgnuxbw;1
7149;zotjbziopy;brjqgnuxbw;3
7150;ajtvpvtyye;brjqgnuxbw;1
7151;ckzjphegnq;brjqgnuxbw;1
7152;zvdwygrkve;brjqgnuxbw;1
7153;qwwrzhzubk;yuhzzradmp;2
7154;poqsrljveg;yuhzzradmp;1
7155;peddekovtf;ilxeswrijm;1
7156;mjnfpmbvgq;ilxeswrijm;1
7157;ahihjshvkd;ilxeswrijm;1
7158;mjnfpmbvgq;ytvesigegb;4
7159;izcbgshxoe;ytvesigegb;1
7160;ljbnxdpjlq;ytvesigegb;1
7161;zcxoocraiy;ytvesigegb;1
7162;jghtbybbcw;ytvesigegb;1
7163;qcbetrzlty;ytvesigegb;1
7164;jghtbybbcw;uzzbktlvrs;2
7165;zvkesmwdzj;uzzbktlvrs;1
7166;ngecaekkpi;hlqntxuotk;1
7167;jghtbybbcw;hlqntxuotk;2
7168;wdpflpaljr;hlqntxuotk;1
7169;vzlmqrhmwl;hlqntxuotk;1
7170;hrtydyjove;hlqntxuotk;3
7171;uafernulyr;hlqntxuotk;1
7172;tqgjtfmawi;hlqntxuotk;1
7173;pdkoskiqjm;powuxkoinh;1
7174;hrtydyjove;powuxkoinh;1
7175;oxgfbxxfck;powuxkoinh;1
7176;qzwfrsuzrq;powuxkoinh;3
7177;hiayeennmk;powuxkoinh;1
7178;uksvwspbvr;powuxkoinh;1
7179;qzwfrsuzrq;ytvesigegb;1
7180;yfotugcmhd;ytvesigegb;1
7181;qzwfrsuzrq;ckminfvgae;1
7182;flhhadewqu;ckminfvgae;1
7183;jyvzobrixk;ckminfvgae;1
7184;ocbiqmbpwj;tfxmbweckb;1
7185;jyvzobrixk;tfxmbweckb;5
7186;zubmuccyqn;tfxmbweckb;1
7187;ydjnqcfxvw;tfxmbweckb;1
7188;rivecqoxys;tfxmbweckb;1
7189;zgojvxroto;tfxmbweckb;1
7190;gnmuihiywj;ztoetkibrk;1
7191;jyvzobrixk;ztoetkibrk;1
7192;bxifawhtpj;ztoetkibrk;2
7193;yjnmfivjxp;ztoetkibrk;1
7194;tdiuprqffv;ztoetkibrk;1
7195;bxifawhtpj;ytvesigegb;1
7196;ttrftgtsmk;ytvesigegb;1
7197;zabplnrmjz;fbvlsfsiaz;1
7198;fyekcouxhn;fbvlsfsiaz;1
7199;jhpnbncyiz;fbvlsfsiaz;2
7200;ioeyncdsuu;fbvlsfsiaz;1
7201;ykqbemajmf;fbvlsfsiaz;1
7202;bobxdzyvwn;fbvlsfsiaz;2
7203;rlersodycg;fbvlsfsiaz;1
7204;duztntqlvc;fbvlsfsiaz;1
7205;osfxrbrvsb;ugxsvphwaa;1
7206;mhwzvrynpo;ugxsvphwaa;1
7207;ulimivholy;ugxsvphwaa;1
7208;gadaiildbc;vtzccwwsfd;1
7209;ulimivholy;vtzccwwsfd;1
7210;ttlafbzipu;vtzccwwsfd;1
7211;wqktvjwnvz;qybfujjizv;1
7212;ttlafbzipu;qybfujjizv;3
7213;ajdobagmlt;qybfujjizv;1
7214;dxzxphmucy;qybfujjizv;1
7215;mhjpgypkko;qybfujjizv;1
7216;qklkyfjcze;qybfujjizv;4
7217;kfyrdxeerw;xsszdznegp;1
7218;qklkyfjcze;xsszdznegp;3
7219;udrbwazhjv;xsszdznegp;1
7220;vbqadanrwl;xsszdznegp;1
7221;nmpduuaisr;xsszdznegp;1
7222;qklkyfjcze;atgfalqofh;2
7223;ahmjzirach;atgfalqofh;1
7224;cnvkicqhrw;chrynfpojx;1
7225;qklkyfjcze;chrynfpojx;4
7226;jphopbzhok;chrynfpojx;1
7227;zpewwfzaiw;chrynfpojx;1
7228;vjmvxkurrg;qybfujjizv;1
7229;eeutzslxhh;qybfujjizv;1
7230;iftiisumpa;qybfujjizv;1
7231;hgcvfiqpds;qybfujjizv;1
7232;mnqvogxpqr;qybfujjizv;2
7233;ctoccggwwu;qybfujjizv;1
7234;uendbgelur;jwnpkxprou;1
7235;ksiuvcyvik;jwnpkxprou;2
7236;avzfjhriqu;jwnpkxprou;1
7237;xqmbbcatlg;tifwyvvgcb;1
7238;ksiuvcyvik;tifwyvvgcb;1
7239;vhjlcdpehc;tifwyvvgcb;3
7240;vmukwdblqg;tifwyvvgcb;1
7241;raugdnmecn;tifwyvvgcb;1
7242;gdddgfhpwk;mnhborkspt;1
7243;vhjlcdpehc;mnhborkspt;2
7244;liicviaxok;mnhborkspt;1
7245;wytuxledqx;qybfujjizv;1
7246;vhjlcdpehc;qybfujjizv;3
7247;dudcjpfxaa;qybfujjizv;1
7248;ozjqxidzpi;qybfujjizv;1
7249;dvpxzcnzll;qybfujjizv;1
7250;udxqkltcwy;qybfujjizv;1
7251;zfswjzmxol;akhmsbbcpp;1
7252;udxqkltcwy;akhmsbbcpp;2
7253;xqiwydmjxi;akhmsbbcpp;1
7254;pankhsqbkg;akhmsbbcpp;1
7255;hdzpfrbngz;toezucauxq;1
7256;pankhsqbkg;toezucauxq;3
7257;mvbifktqob;toezucauxq;1
7258;svkeytcwyz;toezucauxq;1
7259;cfsqtjezml;byfupbapjf;1
7260;pankhsqbkg;byfupbapjf;1
7261;rijinbwdhx;byfupbapjf;1
7262;zmckbjtwol;byfupbapjf;1
7263;zlixgsobuj;qybfujjizv;1
7264;zmckbjtwol;qybfujjizv;5
7265;lrdwygtbcb;qybfujjizv;1
7266;vicpehkkwk;qybfujjizv;1
7267;nftsfojzvw;qybfujjizv;1
7268;ipkmapkqrz;qybfujjizv;1
7269;zmckbjtwol;yfdtdlgohk;3
7270;ptamvrwwxf;yfdtdlgohk;1
7271;lxdoyldhln;yfdtdlgohk;1
7272;zmckbjtwol;ietgqbhhux;1
7273;lbhycaclau;ietgqbhhux;1
7274;zmckbjtwol;mniqlrnwes;3
7275;ulmvnxxagy;mniqlrnwes;1
7276;fkrvirepeb;mniqlrnwes;1
7277;hdyyqdxaas;mniqlrnwes;1
7278;cerrytsobb;qybfujjizv;1
7279;zmckbjtwol;hczfesrxel;2
7280;jgkgxhzwzb;hczfesrxel;1
7281;mdwmjusvuz;hczfesrxel;1
7282;ezacjpobyd;hczfesrxel;1
7283;fsxjdjozup;ejujckuevr;1
7284;ezacjpobyd;ejujckuevr;3
7285;zoxcodozht;ejujckuevr;1
7286;yxmseckssz;ejujckuevr;1
7287;qpugcdxlsu;ejujckuevr;2
7288;okxdhtsvlb;ejujckuevr;1
7289;iftnyegrlb;muwcnbsmgl;1
7290;qpugcdxlsu;muwcnbsmgl;4
7291;aldddawdai;muwcnbsmgl;1
7292;bumyfbaazr;muwcnbsmgl;1
7293;inhaqkygul;muwcnbsmgl;1
7294;ejojxydtsr;srqmfjnusl;1
7295;qpugcdxlsu;srqmfjnusl;4
7296;mjwleaztwz;srqmfjnusl;1
7297;yxkvhcbbdp;srqmfjnusl;1
7298;urveqbhjhd;nhimfnutzs;1
7299;qpugcdxlsu;nhimfnutzs;2
7300;bkfavgubsk;nhimfnutzs;1
7301;edclvdntgp;nhimfnutzs;1
7302;vzgwypxvlf;jcofunkuxu;4
7303;ifeokhaqyw;jcofunkuxu;1
7304;qjhrfjvbqt;jcofunkuxu;1
7305;xncpfvgyzq;jcofunkuxu;1
7306;nugciifosd;hjechxrlad;1
7307;hcszbwooxn;hjechxrlad;1
7308;rzvatcakie;scmvufudkl;1
7309;lcxigzfzrk;scmvufudkl;3
7310;fzkudcjqze;scmvufudkl;1
7311;fweuvcusnx;scmvufudkl;1
7312;qubqvlnhhg;gfrflesgbc;1
7313;abwdyjnvtf;gfrflesgbc;1
7314;qubqvlnhhg;tmwfohlnjm;2
7315;luscxkavvl;tmwfohlnjm;1
7316;mgfnumlyum;tmwfohlnjm;1
7317;llqcyqykkx;tmwfohlnjm;1
7318;zmejzqtnbu;tmwfohlnjm;1
7319;llqcyqykkx;dfhksrwfzm;3
7320;kpalpfknhr;dfhksrwfzm;1
7321;vixushoguw;dfhksrwfzm;1
7322;jtgngggzzv;scmvufudkl;1
7323;llqcyqykkx;scmvufudkl;4
7324;mfwqqlxxmq;scmvufudkl;1
7325;innrfxofpr;scmvufudkl;1
7326;xhmsvfofte;scmvufudkl;1
7327;iodkdtwpzs;scmvufudkl;1
7328;gajlmyqtfd;ytunsnwaau;1
7329;iodkdtwpzs;ytunsnwaau;1
7330;uwcncdpivz;ytunsnwaau;1
7331;pzhnvylipg;ytunsnwaau;3
7332;edswosfkxn;ytunsnwaau;1
7333;pmghxhgogj;ytunsnwaau;1
7334;isxgevonlz;ytunsnwaau;1
7335;pzhnvylipg;eowjomnrgt;2
7336;atrodxtlpz;eowjomnrgt;1
7337;kadutduasi;eowjomnrgt;1
7338;txcdokxugw;eowjomnrgt;1
7339;beingnpdls;eowjomnrgt;1
7340;txcdokxugw;oiymirahlk;3
7341;xvigzvfeyd;oiymirahlk;1
7342;wbrmokmxid;oiymirahlk;1
7343;mayoeqklyy;scmvufudkl;3
7344;outsxzyiji;scmvufudkl;1
7345;jimsqbocfb;scmvufudkl;1
7346;xnftnulcpb;scmvufudkl;1
7347;mayoeqklyy;hpwjaatbgq;1
7348;obcsysawmy;hpwjaatbgq;1
7349;vbcrrskfha;hpwjaatbgq;1
7350;fctkddhaqt;ibfesihure;1
7351;vbcrrskfha;ibfesihure;1
7352;gsnufjtgtq;ibfesihure;1
7353;vbcrrskfha;hrgzwcebvq;4
7354;agbidsjrqh;hrgzwcebvq;1
7355;hivhjcdsxh;hrgzwcebvq;1
7356;vvgztmjkpg;hrgzwcebvq;1
7357;hhfjlundmv;hrgzwcebvq;1
7358;vbcrrskfha;bdmuiilmnu;2
7359;nqwwkuqtox;bdmuiilmnu;1
7360;zjyprxbech;bdmuiilmnu;1
7361;bhjzpoblgg;bdmuiilmnu;1
7362;zjyprxbech;vrucrdmidk;3
7363;jdrfbihyaf;vrucrdmidk;1
7364;hcsheafipw;vrucrdmidk;1
7365;mseylxzkqh;vrucrdmidk;1
7366;zjyprxbech;rxcyurtqnr;1
7367;jogsokiujr;rxcyurtqnr;1
7368;tdoxlaieja;rxcyurtqnr;1
7369;qulnryugnq;pvyhwfdoki;1
7370;tdoxlaieja;pvyhwfdoki;2
7371;wjsubgdcjw;pvyhwfdoki;1
7372;hkpqibumkz;pvyhwfdoki;1
7373;tdoxlaieja;bdmuiilmnu;2
7374;irsapyxjod;bdmuiilmnu;1
7375;nnmczqznbg;bdmuiilmnu;3
7376;bckocmoejw;bdmuiilmnu;1
7377;adyaxgvody;bdmuiilmnu;1
7378;osjitklbbp;bdmuiilmnu;1
7379;gqdwjvqpwt;iezrwicnxc;2
7380;gqlgtqobam;iezrwicnxc;1
7381;ouextktpqc;iezrwicnxc;1
7382;brmvzuvhyz;iezrwicnxc;1
7383;pjnbxukgvn;iezrwicnxc;1
7384;brmvzuvhyz;jbybknancw;1
7385;ooczvvlpnh;jbybknancw;1
7386;brmvzuvhyz;lgysemlmbl;1
7387;arzxmqgvlx;lgysemlmbl;1
7388;rxbzgdaaqi;lgysemlmbl;4
7389;fpyiainoll;lgysemlmbl;1
7390;svmglgwpco;lgysemlmbl;1
7391;jiyfuitzny;lgysemlmbl;1
7392;rxbzgdaaqi;bdmuiilmnu;4
7393;mrydivssom;bdmuiilmnu;1
7394;bjcrgimodi;bdmuiilmnu;1
7395;tqzofdynym;bdmuiilmnu;1
7396;nblnzgeepl;bdmuiilmnu;1
7397;xmwcrsrcpo;wvrgncezcp;2
7398;vptentbbyd;wvrgncezcp;1
7399;pkgetrgsny;mjnxpbkxdz;1
7400;xmwcrsrcpo;mjnxpbkxdz;2
7401;rkdczeomkw;mjnxpbkxdz;1
7402;hwjrlhgeid;mjnxpbkxdz;1
7403;mhsnslasrx;mjnxpbkxdz;2
7404;qurywrxhyf;mjnxpbkxdz;1
7405;mhsnslasrx;hbzffdqwdo;1
7406;fzmjttrvpx;hbzffdqwdo;1
7407;kevszkbace;hbzffdqwdo;3
7408;knnypbqufk;hbzffdqwdo;1
7409;uprpbhgrbp;hbzffdqwdo;1
7410;eppvindyew;hbzffdqwdo;1
7411;niiobybtee;phheptivfl;4
7412;erovktwkum;phheptivfl;1
7413;hpyizqpwdb;phheptivfl;1
7414;gscxqzimfp;phheptivfl;1
7415;isknpuidke;phheptivfl;1
7416;niiobybtee;nciwsjopuk;3
7417;jfwxnzrhsb;nciwsjopuk;1
7418;rllpfbhvya;nciwsjopuk;1
7419;gludutwpwm;nciwsjopuk;2
7420;yinvtfbkeh;nciwsjopuk;1
7421;tusccaivvs;nciwsjopuk;1
7422;yqzcfajkyw;xfpvgjiyaz;2
7423;buctlqhhwp;xfpvgjiyaz;1
7424;funafibkqg;sbrkbxbwyq;1
7425;yqzcfajkyw;sbrkbxbwyq;1
7426;mqlqovarmr;sbrkbxbwyq;1
7427;ectsodhyiq;sbrkbxbwyq;1
7428;enzoxjvzhv;sbrkbxbwyq;1
7429;ectsodhyiq;phheptivfl;5
7430;djfffrcqvi;phheptivfl;1
7431;qcltkvqddx;phheptivfl;1
7432;mgntyeeuhs;phheptivfl;1
7433;okmefukiau;phheptivfl;1
7434;ectsodhyiq;sqzklnolee;1
7435;hxtbipdhon;sqzklnolee;1
7436;kbxnfagvjq;sqzklnolee;2
7437;rsrcufxkfs;sqzklnolee;1
7438;moyhsfhunv;sqzklnolee;1
7439;kbxnfagvjq;sobblyjmyd;1
7440;wfxisxnnbo;sobblyjmyd;1
7441;yafyvfugsl;rwviwlumqi;2
7442;zeyhtmysyw;rwviwlumqi;1
7443;cwvuhdfwim;rwviwlumqi;1
7444;yafyvfugsl;phheptivfl;2
7445;pcgyejsfkl;phheptivfl;1
7446;mdiuiosuse;rmrkoqcsmg;1
7447;yafyvfugsl;rmrkoqcsmg;1
7448;znekvwflnq;rmrkoqcsmg;1
7449;xmkbaljfht;rmrkoqcsmg;2
7450;atqlphtohy;rmrkoqcsmg;1
7451;xmkbaljfht;hqndwfgpld;2
7452;kjhmxouukm;hqndwfgpld;1
7453;umqjrbdgig;hqndwfgpld;1
7454;eazrnykqzh;qdtztmnwxi;3
7455;vjvdefjltq;qdtztmnwxi;1
7456;uhlbbgswxk;qdtztmnwxi;1
7457;hjtgpgcsie;dsafmjlkwz;1
7458;eazrnykqzh;dsafmjlkwz;1
7459;izcdkvgubb;dsafmjlkwz;1
7460;eazrnykqzh;kwxcoqdcso;4
7461;cykbvujcjc;kwxcoqdcso;1
7462;nwsmiiosrp;kwxcoqdcso;1
7463;qcriqhsvpd;kwxcoqdcso;1
7464;ryupdhfnqx;kwxcoqdcso;1
7465;eazrnykqzh;dkflcehdbu;1
7466;eazrnykqzh;qfuohgunbo;1
7467;xmbwovswyj;qfuohgunbo;1
7468;tcqyvixgix;qfuohgunbo;2
7469;evfvdnwexb;qfuohgunbo;1
7470;srfqfversm;dsafmjlkwz;1
7471;tcqyvixgix;dsafmjlkwz;2
7472;magbfbskqg;dsafmjlkwz;1
7473;cbfsuwktnq;dsafmjlkwz;1
7474;tcqyvixgix;pbloonvygy;2
7475;egqzlhvdfx;pbloonvygy;1
7476;qvzdsxbysq;pbloonvygy;1
7477;fgdvizqgsv;qtytvnmbjq;1
7478;wzrsfqspnt;qtytvnmbjq;1
7479;fgdvizqgsv;qxgkcippez;2
7480;igbwlkcjff;qxgkcippez;1
7481;aekyspvtwk;dsafmjlkwz;1
7482;fgdvizqgsv;dsafmjlkwz;2
7483;onhuijqoou;dsafmjlkwz;1
7484;nogyvoyzza;dsafmjlkwz;2
7485;nhpimspjwg;dsafmjlkwz;1
7486;usyddzbvfu;dsafmjlkwz;1
7487;nogyvoyzza;qywljbldck;2
7488;annkiykzbx;qywljbldck;1
7489;wltbvisxxy;qywljbldck;1
7490;fzvwqdlbmc;bbdfepfyxb;1
7491;kpsndnsuok;bbdfepfyxb;1
7492;fzvwqdlbmc;amtqeadjnr;3
7493;dgpkogqrmw;amtqeadjnr;1
7494;ivuypcoqon;amtqeadjnr;1
7495;vavfnqnivk;amtqeadjnr;1
7496;fqfxatcpas;amtqeadjnr;2
7497;pveiddoskv;amtqeadjnr;1
7498;fqfxatcpas;dsafmjlkwz;1
7499;qsovwnykdn;dsafmjlkwz;1
7500;btljzifgfn;dsafmjlkwz;3
7501;ptbageajhn;dsafmjlkwz;1
7502;rntyrcgxmb;dsafmjlkwz;1
7503;pjgyilsrbz;heddavakxp;1
7504;btljzifgfn;heddavakxp;1
7505;ptshmlhxfa;gfnbtyimfu;1
7506;btljzifgfn;gfnbtyimfu;1
7507;xiinbsyife;gfnbtyimfu;1
7508;ulotdcuajw;awessknjmi;2
7509;jjbmnxqgdr;awessknjmi;1
7510;tuksyxsrcf;fxggxeznrw;1
7511;ulotdcuajw;fxggxeznrw;1
7512;ibjolruzvl;ieazvlvzrw;1
7513;ulotdcuajw;ieazvlvzrw;2
7514;bjtwmgeulr;ieazvlvzrw;1
7515;pfnazinrco;ieazvlvzrw;1
7516;vprqyzeogw;ieazvlvzrw;1
7517;pfnazinrco;fgcruqlgml;1
7518;brrtyhvlyv;fgcruqlgml;1
7519;pfnazinrco;akqkgaeikl;2
7520;cidmahuqjc;akqkgaeikl;1
7521;cowansvyma;akqkgaeikl;1
7522;mfbpydvrhb;akqkgaeikl;3
7523;ufdwrlqdis;akqkgaeikl;1
7524;hitrbuwcmw;akqkgaeikl;1
7525;fvjbvbrfac;rzmyyhjgwu;1
7526;mfbpydvrhb;rzmyyhjgwu;1
7527;xopvkfwbuz;rzmyyhjgwu;1
7528;udlrrwlcku;tslnjqhqsa;5
7529;swnswtafir;tslnjqhqsa;1
7530;ggqktxcqne;tslnjqhqsa;1
7531;yespjznsba;tslnjqhqsa;1
