id;check;checking_peer;state;time
20313;10393;hpzzezmwtp;0;10:29:46
20314;10393;hpzzezmwtp;1;23:16:29
20315;10394;inqbgzbwzq;0;00:20:17
20316;10394;inqbgzbwzq;2;09:54:51
20317;10395;flycoboduu;0;05:30:58
20318;10395;flycoboduu;2;08:39:11
20319;10396;iqbuqbhith;0;11:26:20
20320;10396;iqbuqbhith;1;16:10:09
20321;10397;qwmzidtdkx;0;05:54:21
20322;10397;qwmzidtdkx;2;15:51:09
20323;10398;iqbuqbhith;0;02:36:29
20324;10398;iqbuqbhith;1;07:55:48
20325;10399;rfpdeispip;0;07:27:20
20326;10399;rfpdeispip;2;09:18:20
20327;10400;iqbuqbhith;0;01:50:14
20328;10400;iqbuqbhith;1;23:30:05
20329;10401;zzbhtqwdtt;0;14:08:55
20330;10401;zzbhtqwdtt;1;16:22:27
20331;10402;xngxswhvqb;0;13:57:46
20332;10402;xngxswhvqb;1;22:17:12
20333;10403;qovjvitpas;0;10:30:17
20334;10403;qovjvitpas;1;14:03:38
20335;10404;xngxswhvqb;0;11:35:05
20336;10404;xngxswhvqb;2;17:26:40
20337;10405;buhlqdewyk;0;05:11:47
20338;10406;xngxswhvqb;0;15:27:28
20339;10406;xngxswhvqb;1;19:24:30
20340;10407;elafrdtbtx;0;08:15:27
20341;10407;elafrdtbtx;2;10:51:27
20342;10408;xngxswhvqb;0;11:16:00
20343;10408;xngxswhvqb;1;22:07:27
20344;10409;wfqyockywz;0;16:32:13
20345;10409;wfqyockywz;1;22:13:41
20346;10410;xngxswhvqb;0;22:14:48
20347;10410;xngxswhvqb;1;22:53:20
20348;10411;chlkpubcjh;0;04:55:02
20349;10411;chlkpubcjh;1;07:41:05
20350;10412;xngxswhvqb;0;18:11:30
20351;10412;xngxswhvqb;2;19:04:15
20352;10413;cmmkqnldjr;0;18:59:01
20353;10413;cmmkqnldjr;1;21:36:26
20354;10414;xngxswhvqb;0;01:36:21
20355;10414;xngxswhvqb;1;22:36:13
20356;10415;yhyapsrjcn;0;13:53:34
20357;10415;yhyapsrjcn;2;16:22:03
20358;10416;xngxswhvqb;0;19:36:58
20359;10416;xngxswhvqb;2;20:06:47
20360;10417;gguosoxdrd;0;00:41:59
20361;10417;gguosoxdrd;2;20:49:06
20362;10418;xngxswhvqb;0;23:41:43
20363;10418;xngxswhvqb;1;23:52:27
20364;10419;fsveaiyker;0;09:02:19
20365;10419;fsveaiyker;1;23:35:35
20366;10420;xngxswhvqb;0;13:18:54
20367;10420;xngxswhvqb;2;17:07:05
20368;10421;dsbiqckzya;0;07:58:50
20369;10421;dsbiqckzya;2;14:45:19
20370;10422;xngxswhvqb;0;17:53:13
20371;10422;xngxswhvqb;2;20:27:55
20372;10423;aebbxcajpa;0;03:32:46
20373;10423;aebbxcajpa;1;23:05:02
20374;10424;xngxswhvqb;0;18:42:53
20375;10424;xngxswhvqb;1;18:54:43
20376;10425;ifapsyisrw;0;07:39:06
20377;10425;ifapsyisrw;2;09:17:29
20378;10426;xngxswhvqb;0;01:22:02
20379;10426;xngxswhvqb;1;03:29:11
20380;10427;qzdvsakkkc;0;18:37:13
20381;10428;avsxjlqwip;0;11:25:48
20382;10428;avsxjlqwip;1;22:22:52
20383;10429;shqsnhnlgm;0;10:50:38
20384;10429;shqsnhnlgm;2;11:59:31
20385;10430;avsxjlqwip;0;04:56:14
20386;10430;avsxjlqwip;1;11:39:05
20387;10431;oycdpamybn;0;09:45:32
20388;10431;oycdpamybn;1;19:00:17
20389;10432;avsxjlqwip;0;06:56:26
20390;10432;avsxjlqwip;1;10:01:06
20391;10433;jqcavtupuv;0;04:07:36
20392;10433;jqcavtupuv;1;12:36:47
20393;10434;avsxjlqwip;0;19:10:45
20394;10434;avsxjlqwip;1;19:44:16
20395;10435;krxcyioldc;0;18:44:23
20396;10435;krxcyioldc;1;21:00:55
20397;10436;avsxjlqwip;0;05:01:25
20398;10436;avsxjlqwip;2;05:45:50
20399;10437;dmlfgwwfwd;0;16:59:37
20400;10437;dmlfgwwfwd;1;21:13:39
20401;10438;sohxcwcbho;0;22:52:30
20402;10438;sohxcwcbho;2;23:11:56
20403;10439;ecegowmzrs;0;02:31:45
20404;10439;ecegowmzrs;1;15:44:23
20405;10440;sohxcwcbho;0;07:33:29
20406;10440;sohxcwcbho;1;19:43:45
20407;10441;xltjyrjqck;0;10:02:26
20408;10441;xltjyrjqck;2;10:12:09
20409;10442;sohxcwcbho;0;00:08:40
20410;10442;sohxcwcbho;1;17:54:43
20411;10443;bgerpatwne;0;06:03:35
20412;10443;bgerpatwne;1;16:45:08
20413;10444;sohxcwcbho;0;15:43:26
20414;10444;sohxcwcbho;1;16:48:36
20415;10445;qpfziwqsoh;0;03:36:24
20416;10445;qpfziwqsoh;2;16:10:32
20417;10446;sohxcwcbho;0;03:59:27
20418;10446;sohxcwcbho;1;23:57:58
20419;10447;jardfsfegb;0;08:38:19
20420;10447;jardfsfegb;1;15:31:05
20421;10448;sohxcwcbho;0;16:41:17
20422;10448;sohxcwcbho;2;18:58:29
20423;10449;ryqnpsttqq;0;08:15:39
20424;10450;sohxcwcbho;0;06:39:22
20425;10450;sohxcwcbho;1;15:39:56
20426;10451;vbuiupyggh;0;14:00:17
20427;10451;vbuiupyggh;1;21:36:38
20428;10452;sohxcwcbho;0;03:17:08
20429;10452;sohxcwcbho;1;20:28:53
20430;10453;xbizkgmeca;0;01:34:49
20431;10453;xbizkgmeca;1;04:46:43
20432;10454;sohxcwcbho;0;17:13:04
20433;10454;sohxcwcbho;1;21:38:01
20434;10455;euhwclcetq;0;18:35:08
20435;10455;euhwclcetq;1;20:07:20
20436;10456;gehakjgzfv;0;07:33:06
20437;10456;gehakjgzfv;2;09:20:04
20438;10457;zpyhxqhzbx;0;09:50:57
20439;10457;zpyhxqhzbx;1;16:31:16
20440;10458;gehakjgzfv;0;05:23:54
20441;10458;gehakjgzfv;2;18:07:43
20442;10459;jrnypiflpr;0;15:28:48
20443;10459;jrnypiflpr;2;18:14:33
20444;10460;gehakjgzfv;0;02:02:54
20445;10460;gehakjgzfv;1;16:01:04
20446;10461;tdcvglnkih;0;09:25:46
20447;10461;tdcvglnkih;1;16:34:41
20448;10462;gehakjgzfv;0;04:42:52
20449;10462;gehakjgzfv;2;16:20:07
20450;10463;wvpynaqkms;0;12:52:24
20451;10463;wvpynaqkms;1;21:00:51
20452;10464;dpmipssrxk;0;03:51:44
20453;10464;dpmipssrxk;1;15:29:43
20454;10465;oagucrmzhn;0;09:02:29
20455;10465;oagucrmzhn;2;11:08:14
20456;10466;dpmipssrxk;0;01:43:43
20457;10466;dpmipssrxk;2;17:40:35
20458;10467;zvpzkfskwy;0;21:59:55
20459;10467;zvpzkfskwy;2;22:09:18
20460;10468;dpmipssrxk;0;09:33:24
20461;10468;dpmipssrxk;2;11:08:23
20462;10469;huuzilwvgz;0;17:44:38
20463;10469;huuzilwvgz;2;18:39:26
20464;10470;dpmipssrxk;0;05:01:56
20465;10470;dpmipssrxk;2;07:00:04
20466;10471;stbadmqnxf;0;19:18:15
20467;10472;ozcmplzrmh;0;06:55:55
20468;10472;ozcmplzrmh;2;16:57:00
20469;10473;shodfhhnkw;0;21:02:06
20470;10473;shodfhhnkw;2;21:18:51
20471;10474;ozcmplzrmh;0;02:54:49
20472;10474;ozcmplzrmh;1;19:42:34
20473;10475;ffkvsvpuqj;0;21:05:14
20474;10475;ffkvsvpuqj;2;22:32:13
20475;10476;ozcmplzrmh;0;01:41:04
20476;10476;ozcmplzrmh;2;18:04:11
20477;10477;guafqgbvwm;0;09:48:51
20478;10477;guafqgbvwm;1;13:06:30
20479;10478;ozcmplzrmh;0;04:49:58
20480;10478;ozcmplzrmh;2;06:37:42
20481;10479;linpnfnyey;0;03:51:03
20482;10479;linpnfnyey;1;13:00:01
20483;10480;ozcmplzrmh;0;09:41:30
20484;10480;ozcmplzrmh;1;22:34:02
20485;10481;vpqlbyktgf;0;23:54:58
20486;10481;vpqlbyktgf;2;23:58:56
20487;10482;ozcmplzrmh;0;19:12:23
20488;10482;ozcmplzrmh;1;23:19:34
20489;10483;hfhhhdgjhb;0;08:16:09
20490;10483;hfhhhdgjhb;1;11:41:10
20491;10484;ozcmplzrmh;0;05:14:51
20492;10484;ozcmplzrmh;1;06:52:19
20493;10485;skymxczpja;0;04:50:34
20494;10485;skymxczpja;2;10:50:37
20495;10486;ozcmplzrmh;0;13:34:31
20496;10486;ozcmplzrmh;1;19:38:27
20497;10487;koycwsozrs;0;09:51:29
20498;10487;koycwsozrs;1;19:17:07
20499;10488;ozcmplzrmh;0;16:59:37
20500;10488;ozcmplzrmh;1;19:14:44
20501;10489;pcawsdbwlh;0;10:52:17
20502;10489;pcawsdbwlh;2;12:23:41
20503;10490;wosgjpnclu;0;07:41:10
20504;10490;wosgjpnclu;1;17:10:59
20505;10491;ggohenhccb;0;10:00:46
20506;10491;ggohenhccb;1;13:48:33
20507;10492;wosgjpnclu;0;00:26:10
20508;10492;wosgjpnclu;1;02:12:14
20509;10493;ignvnaemzb;0;09:19:48
20510;10494;wosgjpnclu;0;09:30:20
20511;10494;wosgjpnclu;2;12:18:18
20512;10495;zclbasozod;0;02:27:05
20513;10495;zclbasozod;1;20:00:37
20514;10496;wosgjpnclu;0;08:07:49
20515;10496;wosgjpnclu;1;20:24:16
20516;10497;rgsafqrcnd;0;03:28:46
20517;10497;rgsafqrcnd;2;10:03:20
20518;10498;wosgjpnclu;0;01:51:10
20519;10498;wosgjpnclu;2;08:19:44
20520;10499;pvcggadodu;0;00:42:53
20521;10499;pvcggadodu;2;01:56:05
20522;10500;iepfxuqmvo;0;11:15:17
20523;10500;iepfxuqmvo;1;23:08:48
20524;10501;arzcdntsxt;0;21:40:06
20525;10501;arzcdntsxt;2;23:23:17
20526;10502;iepfxuqmvo;0;19:29:17
20527;10502;iepfxuqmvo;1;22:40:29
20528;10503;wufvgpsoou;0;15:53:47
20529;10503;wufvgpsoou;1;23:27:49
20530;10504;iepfxuqmvo;0;12:15:40
20531;10504;iepfxuqmvo;2;22:51:20
20532;10505;swpvwaqnod;0;08:14:43
20533;10505;swpvwaqnod;1;10:27:26
20534;10506;iepfxuqmvo;0;14:30:17
20535;10506;iepfxuqmvo;1;19:30:35
20536;10507;wfgnhbzajf;0;04:21:56
20537;10507;wfgnhbzajf;1;13:51:25
20538;10508;iepfxuqmvo;0;01:45:48
20539;10508;iepfxuqmvo;2;06:28:34
20540;10509;wmqpyuhhyc;0;07:37:31
20541;10509;wmqpyuhhyc;1;11:03:59
20542;10510;iepfxuqmvo;0;22:31:58
20543;10510;iepfxuqmvo;1;22:50:24
20544;10511;lxuehyrifa;0;16:12:12
20545;10511;lxuehyrifa;1;16:31:08
20546;10512;iepfxuqmvo;0;18:04:55
20547;10512;iepfxuqmvo;1;23:45:24
20548;10513;jyhzssphie;0;16:46:57
20549;10513;jyhzssphie;1;23:03:46
20550;10514;gyjncgflye;0;03:44:39
20551;10514;gyjncgflye;1;21:00:53
20552;10515;pljeatxvaz;0;12:27:23
20553;10516;gyjncgflye;0;15:50:49
20554;10516;gyjncgflye;2;16:49:55
20555;10517;mmezydpkul;0;13:35:36
20556;10517;mmezydpkul;2;13:54:32
20557;10518;gyjncgflye;0;05:20:22
20558;10518;gyjncgflye;1;06:44:17
20559;10519;mxbtrksbiu;0;09:23:13
20560;10519;mxbtrksbiu;1;14:38:12
20561;10520;gyjncgflye;0;03:32:06
20562;10520;gyjncgflye;1;11:17:45
20563;10521;ruyconhyci;0;14:51:07
20564;10521;ruyconhyci;1;23:00:00
20565;10522;yufsciqxvh;0;16:26:33
20566;10522;yufsciqxvh;2;16:41:49
20567;10523;fmuyfswtou;0;19:26:48
20568;10523;fmuyfswtou;2;23:36:00
20569;10524;zpdrtwsyxm;0;21:32:27
20570;10524;zpdrtwsyxm;2;23:37:44
20571;10525;pevxkznqpw;0;21:44:34
20572;10525;pevxkznqpw;2;23:50:00
20573;10526;zpdrtwsyxm;0;23:43:00
20574;10526;zpdrtwsyxm;2;23:52:17
20575;10527;fcxcsaoxnz;0;05:29:45
20576;10527;fcxcsaoxnz;2;13:32:18
20577;10528;zpdrtwsyxm;0;21:28:46
20578;10528;zpdrtwsyxm;2;22:12:04
20579;10529;yulmewmyzi;0;08:25:12
20580;10529;yulmewmyzi;2;11:40:46
20581;10530;krxcqpucln;0;02:23:07
20582;10530;krxcqpucln;2;02:27:51
20583;10531;qshqvgktjh;0;22:25:45
20584;10531;qshqvgktjh;1;23:02:03
20585;10532;krxcqpucln;0;10:44:13
20586;10532;krxcqpucln;1;16:13:56
20587;10533;blvxccdhek;0;18:54:13
20588;10533;blvxccdhek;2;20:59:22
20589;10534;krxcqpucln;0;21:10:44
20590;10534;krxcqpucln;1;21:51:59
20591;10535;wiwidcokjr;0;07:10:25
20592;10535;wiwidcokjr;2;21:15:29
20593;10536;krxcqpucln;0;07:27:01
20594;10536;krxcqpucln;2;20:41:00
20595;10537;hgfjxhnkrg;0;14:24:01
20596;10538;krxcqpucln;0;00:20:56
20597;10538;krxcqpucln;2;08:11:05
20598;10539;madnepqtxd;0;19:43:16
20599;10539;madnepqtxd;1;23:59:42
20600;10540;zbzxrwbdzj;0;06:42:08
20601;10540;zbzxrwbdzj;2;23:19:35
20602;10541;cxwddcchef;0;04:51:04
20603;10541;cxwddcchef;2;08:21:40
20604;10542;zbzxrwbdzj;0;11:53:50
20605;10542;zbzxrwbdzj;1;17:37:17
20606;10543;hinrzlplyx;0;10:51:31
20607;10543;hinrzlplyx;1;23:10:58
20608;10544;fljjywtdxl;0;12:45:10
20609;10544;fljjywtdxl;1;13:33:03
20610;10545;guvpleohqd;0;00:05:57
20611;10545;guvpleohqd;2;21:19:06
20612;10546;fljjywtdxl;0;06:20:06
20613;10546;fljjywtdxl;1;13:55:35
20614;10547;neqltlsllp;0;21:48:36
20615;10547;neqltlsllp;1;22:40:00
20616;10548;fljjywtdxl;0;23:09:43
20617;10548;fljjywtdxl;2;23:36:06
20618;10549;nvkeozacck;0;00:33:38
20619;10549;nvkeozacck;2;09:22:57
20620;10550;fljjywtdxl;0;16:27:37
20621;10550;fljjywtdxl;2;21:29:04
20622;10551;kqqgiwghxs;0;20:32:10
20623;10551;kqqgiwghxs;2;20:47:28
20624;10552;wqzmkccjnz;0;15:51:10
20625;10552;wqzmkccjnz;2;16:23:44
20626;10553;ueklptazgo;0;19:28:18
20627;10553;ueklptazgo;2;20:54:12
20628;10554;wqzmkccjnz;0;09:52:03
20629;10554;wqzmkccjnz;1;21:01:16
20630;10555;xlgmqplbva;0;10:47:28
20631;10555;xlgmqplbva;2;14:12:20
20632;10556;wqzmkccjnz;0;09:14:43
20633;10556;wqzmkccjnz;1;15:19:59
20634;10557;ezsuzkpmkb;0;10:06:01
20635;10557;ezsuzkpmkb;1;21:13:11
20636;10558;wqzmkccjnz;0;23:30:13
20637;10558;wqzmkccjnz;2;23:59:58
20638;10559;daconiagzc;0;02:56:03
20639;10560;wqzmkccjnz;0;14:08:58
20640;10560;wqzmkccjnz;2;15:56:42
20641;10561;glcwngxqms;0;13:30:54
20642;10561;glcwngxqms;1;14:39:05
20643;10562;wqzmkccjnz;0;06:21:22
20644;10562;wqzmkccjnz;1;10:30:08
20645;10563;tiupjtjjyb;0;08:36:14
20646;10563;tiupjtjjyb;1;15:55:03
20647;10564;daqhsatzpp;0;15:18:55
20648;10564;daqhsatzpp;2;21:04:23
20649;10565;fpipmgfdcg;0;19:29:38
20650;10565;fpipmgfdcg;2;21:16:34
20651;10566;daqhsatzpp;0;06:29:23
20652;10566;daqhsatzpp;2;15:09:28
20653;10567;kegfvphiec;0;10:14:31
20654;10567;kegfvphiec;1;12:21:10
20655;10568;dimcxibepe;0;23:00:09
20656;10568;dimcxibepe;1;23:58:28
20657;10569;nnixzmlbap;0;04:10:24
20658;10569;nnixzmlbap;1;18:17:47
20659;10570;dimcxibepe;0;10:41:03
20660;10570;dimcxibepe;1;22:05:37
20661;10571;ogcyfawbjn;0;02:49:28
20662;10571;ogcyfawbjn;2;03:56:28
20663;10572;dimcxibepe;0;00:37:10
20664;10572;dimcxibepe;1;22:43:16
20665;10573;jalwtlkhis;0;08:06:52
20666;10573;jalwtlkhis;1;13:59:34
20667;10574;elbtgqmtag;0;03:01:26
20668;10574;elbtgqmtag;2;13:21:15
20669;10575;hunfcnxncq;0;11:22:03
20670;10575;hunfcnxncq;2;19:26:41
20671;10576;elbtgqmtag;0;14:53:22
20672;10576;elbtgqmtag;1;15:26:20
20673;10577;xnzrhvirda;0;08:10:51
20674;10577;xnzrhvirda;2;11:40:47
20675;10578;tclypglwer;0;04:56:15
20676;10578;tclypglwer;1;20:31:02
20677;10579;jerbssvxwg;0;18:51:28
20678;10579;jerbssvxwg;1;20:31:13
20679;10580;tclypglwer;0;04:09:47
20680;10580;tclypglwer;1;16:02:57
20681;10581;mhxcskrpqa;0;23:59:27
20682;10582;tclypglwer;0;19:35:45
20683;10582;tclypglwer;1;22:05:51
20684;10583;bfzaheqvhj;0;11:45:22
20685;10583;bfzaheqvhj;1;16:47:06
20686;10584;tclypglwer;0;12:21:51
20687;10584;tclypglwer;1;21:07:09
20688;10585;guofjgpiog;0;23:14:10
20689;10585;guofjgpiog;2;23:35:13
20690;10586;zotjbziopy;0;12:22:43
20691;10586;zotjbziopy;2;20:12:22
20692;10587;ajtvpvtyye;0;13:17:52
20693;10587;ajtvpvtyye;2;21:07:30
20694;10588;zotjbziopy;0;12:13:22
20695;10588;zotjbziopy;2;18:25:26
20696;10589;ckzjphegnq;0;02:39:41
20697;10589;ckzjphegnq;2;23:26:13
20698;10590;zotjbziopy;0;06:41:57
20699;10590;zotjbziopy;1;22:55:22
20700;10591;zvdwygrkve;0;03:39:37
20701;10591;zvdwygrkve;2;07:03:06
20702;10592;qwwrzhzubk;0;11:14:47
20703;10592;qwwrzhzubk;2;19:40:46
20704;10593;poqsrljveg;0;07:48:17
20705;10593;poqsrljveg;2;18:33:46
20706;10594;qwwrzhzubk;0;13:32:04
20707;10594;qwwrzhzubk;2;22:28:30
20708;10595;peddekovtf;0;22:36:51
20709;10595;peddekovtf;1;23:00:06
20710;10596;mjnfpmbvgq;0;06:19:57
20711;10596;mjnfpmbvgq;2;19:00:11
20712;10597;ahihjshvkd;0;01:08:40
20713;10597;ahihjshvkd;1;01:49:08
20714;10598;mjnfpmbvgq;0;02:58:38
20715;10598;mjnfpmbvgq;1;08:37:36
20716;10599;izcbgshxoe;0;15:58:13
20717;10599;izcbgshxoe;2;22:51:10
20718;10600;mjnfpmbvgq;0;18:35:27
20719;10600;mjnfpmbvgq;1;20:22:30
20720;10601;ljbnxdpjlq;0;21:35:52
20721;10601;ljbnxdpjlq;2;23:16:37
20722;10602;mjnfpmbvgq;0;23:13:53
20723;10602;mjnfpmbvgq;2;23:15:37
20724;10603;gpoylcrzny;0;12:46:32
20725;10604;mjnfpmbvgq;0;19:11:56
20726;10604;mjnfpmbvgq;1;21:58:55
20727;10605;zcxoocraiy;0;22:50:38
20728;10605;zcxoocraiy;1;23:57:17
20729;10606;jghtbybbcw;0;05:11:02
20730;10606;jghtbybbcw;2;06:06:51
20731;10607;qcbetrzlty;0;17:26:18
20732;10607;qcbetrzlty;1;23:40:42
20733;10608;jghtbybbcw;0;03:02:30
20734;10608;jghtbybbcw;1;20:33:44
20735;10609;zvkesmwdzj;0;21:08:41
20736;10609;zvkesmwdzj;2;22:39:21
20737;10610;jghtbybbcw;0;03:10:47
20738;10610;jghtbybbcw;2;03:54:30
20739;10611;ngecaekkpi;0;10:29:57
20740;10611;ngecaekkpi;1;15:48:24
20741;10612;jghtbybbcw;0;06:50:40
20742;10612;jghtbybbcw;2;13:22:58
20743;10613;wdpflpaljr;0;15:23:29
20744;10613;wdpflpaljr;1;21:52:06
20745;10614;jghtbybbcw;0;21:01:05
20746;10614;jghtbybbcw;2;23:55:44
20747;10615;vzlmqrhmwl;0;19:03:57
20748;10615;vzlmqrhmwl;2;21:23:38
20749;10616;hrtydyjove;0;03:51:55
20750;10616;hrtydyjove;2;23:31:46
20751;10617;uafernulyr;0;07:39:36
20752;10617;uafernulyr;2;23:46:51
20753;10618;hrtydyjove;0;01:43:57
20754;10618;hrtydyjove;1;19:37:57
20755;10619;tqgjtfmawi;0;18:08:23
20756;10619;tqgjtfmawi;2;22:40:29
20757;10620;hrtydyjove;0;08:16:57
20758;10620;hrtydyjove;2;13:51:32
20759;10621;pdkoskiqjm;0;05:16:44
20760;10621;pdkoskiqjm;1;22:45:20
20761;10622;hrtydyjove;0;02:34:57
20762;10622;hrtydyjove;1;09:24:18
20763;10623;oxgfbxxfck;0;01:06:02
20764;10623;oxgfbxxfck;2;17:44:43
20765;10624;qzwfrsuzrq;0;22:35:13
20766;10624;qzwfrsuzrq;1;23:57:40
20767;10625;hzovwftgbv;0;04:32:35
20768;10626;qzwfrsuzrq;0;12:23:28
20769;10626;qzwfrsuzrq;2;22:33:46
20770;10627;hiayeennmk;0;05:26:24
20771;10627;hiayeennmk;1;08:49:19
20772;10628;qzwfrsuzrq;0;11:24:50
20773;10628;qzwfrsuzrq;2;16:41:07
20774;10629;uksvwspbvr;0;16:15:01
20775;10629;uksvwspbvr;1;16:32:29
20776;10630;qzwfrsuzrq;0;22:57:09
20777;10630;qzwfrsuzrq;1;23:21:05
20778;10631;yfotugcmhd;0;09:43:10
20779;10631;yfotugcmhd;2;22:17:17
20780;10632;qzwfrsuzrq;0;22:51:05
20781;10632;qzwfrsuzrq;1;23:05:09
20782;10633;flhhadewqu;0;06:04:12
20783;10633;flhhadewqu;1;22:04:42
20784;10634;jyvzobrixk;0;07:29:30
20785;10634;jyvzobrixk;2;19:46:21
20786;10635;ocbiqmbpwj;0;14:40:47
20787;10635;ocbiqmbpwj;2;19:47:42
20788;10636;jyvzobrixk;0;05:39:09
20789;10636;jyvzobrixk;2;22:13:02
20790;10637;zubmuccyqn;0;09:23:37
20791;10637;zubmuccyqn;1;14:59:13
20792;10638;jyvzobrixk;0;09:13:32
20793;10638;jyvzobrixk;2;18:32:20
20794;10639;ydjnqcfxvw;0;14:15:19
20795;10639;ydjnqcfxvw;2;16:05:06
20796;10640;jyvzobrixk;0;02:58:55
20797;10640;jyvzobrixk;2;06:26:18
20798;10641;rivecqoxys;0;10:47:10
20799;10641;rivecqoxys;1;20:25:49
20800;10642;jyvzobrixk;0;08:34:29
20801;10642;jyvzobrixk;1;15:39:02
20802;10643;zgojvxroto;0;11:10:50
20803;10643;zgojvxroto;2;12:26:48
20804;10644;jyvzobrixk;0;12:18:34
20805;10644;jyvzobrixk;2;21:59:24
20806;10645;gnmuihiywj;0;09:35:21
20807;10645;gnmuihiywj;1;18:35:21
20808;10646;jyvzobrixk;0;02:30:16
20809;10646;jyvzobrixk;1;09:58:29
20810;10647;linisghomp;0;07:23:44
20811;10648;bxifawhtpj;0;09:00:27
20812;10648;bxifawhtpj;2;17:11:28
20813;10649;yjnmfivjxp;0;04:23:44
20814;10649;yjnmfivjxp;2;20:57:49
20815;10650;bxifawhtpj;0;06:15:11
20816;10650;bxifawhtpj;1;13:03:49
20817;10651;tdiuprqffv;0;16:22:03
20818;10651;tdiuprqffv;2;23:35:24
20819;10652;bxifawhtpj;0;14:30:08
20820;10652;bxifawhtpj;2;23:05:25
20821;10653;ttrftgtsmk;0;14:58:03
20822;10653;ttrftgtsmk;2;23:28:40
20823;10654;zabplnrmjz;0;03:46:37
20824;10654;zabplnrmjz;1;19:13:07
20825;10655;fyekcouxhn;0;11:42:01
20826;10655;fyekcouxhn;1;14:08:39
20827;10656;jhpnbncyiz;0;11:08:15
20828;10656;jhpnbncyiz;1;13:22:58
20829;10657;ioeyncdsuu;0;05:10:21
20830;10657;ioeyncdsuu;1;19:51:17
20831;10658;jhpnbncyiz;0;17:40:41
20832;10658;jhpnbncyiz;2;17:50:34
20833;10659;ykqbemajmf;0;08:30:43
20834;10659;ykqbemajmf;2;18:06:04
20835;10660;bobxdzyvwn;0;09:24:57
20836;10660;bobxdzyvwn;2;16:36:02
20837;10661;rlersodycg;0;20:57:00
20838;10661;rlersodycg;1;22:36:03
20839;10662;bobxdzyvwn;0;05:05:19
20840;10662;bobxdzyvwn;2;15:52:42
20841;10663;duztntqlvc;0;06:23:12
20842;10663;duztntqlvc;1;11:24:44
20843;10664;osfxrbrvsb;0;11:30:45
20844;10664;osfxrbrvsb;1;17:50:08
20845;10665;mhwzvrynpo;0;01:23:39
20846;10665;mhwzvrynpo;2;12:28:44
20847;10666;ulimivholy;0;00:13:55
20848;10666;ulimivholy;2;08:09:06
20849;10667;gadaiildbc;0;17:35:26
20850;10667;gadaiildbc;1;22:11:31
20851;10668;ulimivholy;0;18:28:30
20852;10668;ulimivholy;1;23:15:03
20853;10669;gggmkekhnp;0;07:16:44
20854;10670;ttlafbzipu;0;18:49:51
20855;10670;ttlafbzipu;2;21:44:43
20856;10671;wqktvjwnvz;0;19:47:35
20857;10671;wqktvjwnvz;1;22:23:18
20858;10672;ttlafbzipu;0;15:23:31
20859;10672;ttlafbzipu;1;15:57:26
20860;10673;ajdobagmlt;0;00:53:09
20861;10673;ajdobagmlt;2;08:24:32
20862;10674;ttlafbzipu;0;07:41:26
20863;10674;ttlafbzipu;2;08:14:54
20864;10675;dxzxphmucy;0;19:10:05
20865;10675;dxzxphmucy;1;23:45:47
20866;10676;ttlafbzipu;0;12:08:31
20867;10676;ttlafbzipu;1;21:50:15
20868;10677;mhjpgypkko;0;02:37:27
20869;10677;mhjpgypkko;2;08:06:10
20870;10678;qklkyfjcze;0;06:50:51
20871;10678;qklkyfjcze;2;08:34:50
20872;10679;kfyrdxeerw;0;17:50:34
20873;10679;kfyrdxeerw;1;23:45:10
20874;10680;qklkyfjcze;0;20:25:13
20875;10680;qklkyfjcze;2;21:08:45
20876;10681;udrbwazhjv;0;21:56:08
20877;10681;udrbwazhjv;1;23:24:30
20878;10682;qklkyfjcze;0;01:08:21
20879;10682;qklkyfjcze;2;01:42:45
20880;10683;vbqadanrwl;0;14:56:44
20881;10683;vbqadanrwl;1;17:48:51
20882;10684;qklkyfjcze;0;03:16:10
20883;10684;qklkyfjcze;2;12:59:41
20884;10685;nmpduuaisr;0;05:30:54
20885;10685;nmpduuaisr;2;12:33:26
20886;10686;qklkyfjcze;0;03:11:02
20887;10686;qklkyfjcze;2;04:11:07
20888;10687;ahmjzirach;0;01:27:44
20889;10687;ahmjzirach;1;06:09:25
20890;10688;qklkyfjcze;0;16:53:12
20891;10688;qklkyfjcze;1;21:46:37
20892;10689;cnvkicqhrw;0;03:19:36
20893;10689;cnvkicqhrw;1;05:10:02
20894;10690;qklkyfjcze;0;17:00:57
20895;10690;qklkyfjcze;2;18:12:51
20896;10691;ngjrvhnwqk;0;02:39:07
20897;10692;qklkyfjcze;0;05:22:00
20898;10692;qklkyfjcze;1;18:11:39
20899;10693;jphopbzhok;0;16:09:14
20900;10693;jphopbzhok;1;17:02:35
20901;10694;qklkyfjcze;0;03:40:55
20902;10694;qklkyfjcze;2;20:02:46
20903;10695;zpewwfzaiw;0;18:52:19
20904;10695;zpewwfzaiw;1;19:09:19
20905;10696;qklkyfjcze;0;20:25:58
20906;10696;qklkyfjcze;2;21:58:31
20907;10697;vjmvxkurrg;0;06:37:23
20908;10697;vjmvxkurrg;2;13:45:00
20909;10698;qklkyfjcze;0;22:02:13
20910;10698;qklkyfjcze;2;23:38:04
20911;10699;eeutzslxhh;0;06:08:42
20912;10699;eeutzslxhh;2;23:37:26
20913;10700;qklkyfjcze;0;04:04:24
20914;10700;qklkyfjcze;1;04:53:13
20915;10701;iftiisumpa;0;00:12:48
20916;10701;iftiisumpa;2;14:42:05
